,Scheme,Category,Type,Benchmark,Net_Asset_Value(Rs.),CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Min. Invest(Rs.),Exp. Ratio(%),SIP Min. Inv.(Rs.)
1474,PGIM India ELSS Tax Saver Fund-Reg(G), Equity - ELSS, Open ended, NIFTY 500 - TRI, 24.64,4.06,18.92,12.07,"1,000.00",2.52,"1,000.00"
1475,Bank of India Balanced Advantage Fund-Reg(IDCW), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 13.14,14.90,8.85,4.90,"5,000.00",2.6,"1,000.00"
1476,IDBI Flexi Cap Fund(G), Equity - Flexi Cap Fund, Open ended, NIFTY 500 - TRI, 34.68,0.32,14.97,10.12,"5,000.00",2.5,"1,000.00"
1477,IDBI Flexi Cap Fund(IDCW), Equity - Flexi Cap Fund, Open ended, NIFTY 500 - TRI, 21.28,0.28,14.97,9.89,"5,000.00",2.5,"1,000.00"
1478,HSBC Managed Solutions India-Growth(G), FoFs (Domestic) - Equity Oriented, Open ended, S&P BSE 200 - TRI, 27.21,0.99,12.70,8.64,"5,000.00",1.56,"1,000.00"
1479,HSBC Managed Solutions India-Moderate(G), FoFs (Domestic) - Equity Oriented, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 24.85,1.12,11.17,8.00,"5,000.00",1.47,"1,000.00"
1480,HSBC Managed Solutions India-Conservative(G), FoFs (Domestic) - Debt Oriented, Open ended, S&P BSE 200, 17.85,1.96,4.52,5.26,"5,000.00",1.61,"1,000.00"
1481,PGIM India Arbitrage Fund-Reg(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 15.70,4.17,3.76,4.55,"5,000.00",1.03,"1,000.00"
1482,UTI Overnight Fund-Reg(DD-IDCW), Debt - Overnight Fund, Open ended, CRISIL Overnight Index," 1,370.86",5.00,3.72,4.06,"20,000.00",0.12,"1,000.00"
1483,Invesco India - Invesco Global Equity Income FoF-Reg(IDCW), FoFs (Overseas), Open ended, MSCI World Index-Net Dividend, 19.56,8.93,10.98,9.31,"1,000.00",1.38,"1,000.00"
1484,Sundaram Infra Advantage Fund(IDCW), Equity - Sectoral Fund - Infrastructure , Open ended, S&P BSE 100 - TRI, 37.81,5.42,16.51,7.18,"1,000.00",2.59,"1,000.00"
1485,HSBC Managed Solutions India-Growth(IDCW), FoFs (Domestic) - Equity Oriented, Open ended, S&P BSE 200 - TRI, 27.21,0.99,12.70,8.64,"5,000.00",1.56,"1,000.00"
1486,HSBC Managed Solutions India-Moderate(IDCW), FoFs (Domestic) - Equity Oriented, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 24.85,1.12,11.17,8.00,"5,000.00",1.47,"1,000.00"
1487,HSBC Managed Solutions India-Conservative(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, S&P BSE 200, 17.85,1.96,4.52,5.26,"5,000.00",1.61,"1,000.00"
1488,Franklin India Feeder - Templeton European Opportunities Fund(IDCW), FoFs (Overseas), Open ended, MSCI Europe Index (Total Return Net), 9.52,1.33,0.38,-1.21,"5,000.00",1.4,"1,000.00"
1489,Axis Ultra Short Term Fund-Reg(G), Debt - Ultra Short Duration Fund, Open ended, NIFTY Ultra Short Duration Debt Index, 12.56,5.38,4.47,4.16,"5,000.00",1.19,"1,000.00"
1490,HSBC Business Cycles Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI, 24.03,5.86,13.23,7.08,"5,000.00",2.5,"1,000.00"
1491,HSBC Business Cycles Fund-Reg(IDCW-Payout), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI, 17.60,5.85,13.22,6.77,"5,000.00",2.5,"1,000.00"
1492,SBI Banking & Financial Services Fund-Reg(G), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI, 25.70,4.92,8.04,11.36,"5,000.00",1.9,"1,000.00"
1493,Nippon India Japan Equity Fund(IDCW), Equity - Thematic Fund - Global, Open ended, S&P BSE 500 Japan - TRI, 15.26,-5.47,2.28,4.61,"5,000.00",2.42,"1,000.00"
1494,Nippon India Japan Equity Fund(B), Equity - Thematic Fund - Global, Open ended, S&P BSE 500 Japan - TRI, 15.26,-5.47,2.28,4.61,"5,000.00",2.42,N/A
1495,PGIM India Arbitrage Fund-Reg(IDCW), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 11.56,4.17,3.74,4.27,"5,000.00",1.03,"1,000.00"
1496,SBI Retirement Benefit Fund-Aggressive Plan-Reg(G), Solution Oriented - Retirement Fund, Open ended, S&P BSE 500 - TRI, 14.00,9.37,-,-,"5,000.00",2.22,"1,000.00"
1497,SBI Retirement Benefit Fund-Aggressive Hybrid Plan-Reg(G), Solution Oriented - Retirement Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 13.45,8.09,-,-,"5,000.00",2.34,"1,000.00"
1498,SBI Retirement Benefit Fund-Conservative Hybrid Plan-Reg(G), Solution Oriented - Retirement Fund, Open ended, CRISIL Hybrid 65+35 - Conservative Index, 12.00,6.22,-,-,"5,000.00",1.69,"1,000.00"
1499,SBI Retirement Benefit Fund-Conservative Plan-Reg(G), Solution Oriented - Retirement Fund, Open ended, NIFTY Composite Debt Index, 11.42,5.67,-,-,"5,000.00",1.39,"1,000.00"
1500,Indiabulls Arbitrage Fund-Reg(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 15.00,3.13,2.67,3.90,"1,000.00",1.21,"1,000.00"
1501,IDFC Balanced Advantage Fund-Reg(G), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 18.12,1.12,7.44,7.22,"1,000.00",1.95,"1,000.00"
1502,IDFC Balanced Advantage Fund-Reg(IDCW), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 12.76,1.13,7.45,6.98,"1,000.00",1.95,"1,000.00"
1503,Edelweiss Equity Savings Fund-Reg(G), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index, 19.00,3.84,8.86,7.78,"5,000.00",2.06,"1,000.00"
1504,Edelweiss Equity Savings Fund-Reg(IDCW), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index, 13.13,3.84,8.86,7.44,"5,000.00",2.06,"1,000.00"
1505,DSP Arbitrage Fund-Reg(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 12.68,4.54,3.87,4.77,"1,000.00",0.99,"1,000.00"
1506,Aditya Birla SL Mfg. Equity Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, S&P BSE India Manufacturing Index - TRI, 19.10,-0.94,12.76,5.62,"1,000.00",2.54,"1,000.00"
1507,Nippon India Equity Savings Fund(G), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index, 12.77,3.33,3.34,0.31,"5,000.00",1.69,"1,000.00"
1508,Franklin India Multi-Asset Solution FoF(G), FoFs (Domestic) - Debt Oriented, Open ended, N/A, 14.88,4.71,4.21,4.07,"5,000.00",1.4,"1,000.00"
1509,Franklin India Multi-Asset Solution FoF(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, N/A, 14.88,4.71,4.21,4.07,"5,000.00",1.4,"1,000.00"
1510,Indiabulls Arbitrage Fund-Reg(M-IDCW), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 11.23,3.13,2.65,3.53,"1,000.00",1.21,"1,000.00"
1511,Aditya Birla SL Global Emerging Opp Fund(IDCW), FoFs (Overseas), Open ended, MSCI AC World Index, 19.62,-1.41,10.17,9.12,"1,000.00",1.1,"1,000.00"
1512,JM Equity Hybrid Fund(M-IDCW), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 52.91,7.89,19.44,10.03,"5,000.00",2.47,"1,000.00"
1513,Aditya Birla SL Mfg. Equity Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, S&P BSE India Manufacturing Index - TRI, 13.97,-0.92,12.47,5.47,"1,000.00",2.54,"1,000.00"
1514,Navi Large & Midcap Fund-Reg(G), Equity - Large & Mid Cap Fund, Open ended, S&P BSE 250 LargeMidCap Index - TRI, 24.39,0.35,14.19,10.46,"1,000.00",2.31,"1,000.00"
1515,SBI Banking & Financial Services Fund-Reg(IDCW-Payout), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI, 23.08,4.92,8.04,11.37,"5,000.00",1.9,"1,000.00"
1516,ICICI Pru Manufacturing Fund(G), Equity - Thematic Fund - Other, Open ended, S&P BSE India Manufacturing Index - TRI, 18.43,8.04,21.57,-,"5,000.00",2.56,"1,000.00"
1517,Aditya Birla SL Retirement Fund-30-Reg(G), Solution Oriented - Retirement Fund, Open ended, NIFTY 500 - TRI, 13.06,1.51,7.00,-,"1,000.00",2.48,"1,000.00"
1518,SBI Balanced Advantage Fund-Reg(G), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 10.86,6.60,-,-,"5,000.00",1.64,"1,000.00"
1519,Sundaram Arbitrage Fund(G), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 12.32,4.23,2.80,2.25,"5,000.00",0.55,"1,000.00"
1520,LIC MF Banking & Financial Services Fund-Reg(IDCW), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI, 15.34,10.90,8.36,5.87,"5,000.00",2.61,"1,000.00"
1521,Baroda BNP Paribas Focused Fund-Reg(G), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 14.92,3.53,12.09,8.48,"5,000.00",2.44,"1,000.00"
1522,IDBI Focused 30 Equity Fund-Reg(G), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 15.72,3.56,14.63,9.27,"5,000.00",2.53,"1,000.00"
1523,Navi ELSS Tax Saver Fund-Reg(G), Equity - ELSS, Open ended, S&P BSE 100 - TRI, 20.45,0.06,9.98,8.34,"1,000.00",Nil,N/A
1524,Nippon India Equity Savings Fund(IDCW), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index, 10.94,3.33,3.34,0.15,"5,000.00",1.69,"1,000.00"
1525,Nippon India Equity Savings Fund(B), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index, 12.77,3.33,3.34,0.31,"5,000.00",1.69,N/A
1526,Nippon India Equity Savings Fund(M-IDCW), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index, 10.79,3.33,3.34,0.18,"5,000.00",1.69,"1,000.00"
1527,Nippon India Equity Savings Fund(Q-IDCW), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index, 10.78,3.33,3.34,0.19,"5,000.00",1.69,"1,000.00"
1528,Bank of India Mid & Small Cap Equity & Debt Fund-Reg(G), Hybrid - Aggressive Hybrid Fund, Open ended, Nifty MidSmallcap 400 - TRI, 22.90,0.09,20.60,9.59,"5,000.00",2.55,"1,000.00"
1529,Union Largecap Fund-Reg(G), Equity - Large Cap Fund, Open ended, S&P BSE 100 - TRI, 16.63,1.40,13.31,9.48,"1,000.00",2.62,"1,000.00"
1530,Nippon India US Equity Opp Fund(IDCW), Equity - Thematic Fund - Global, Open ended, S&P 500 - TRI, 22.87,-5.53,7.81,12.96,"1,000.00",2.45,"1,000.00"
1531,IDBI Hybrid Equity Fund(G), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 15.89,-0.43,10.37,5.89,"5,000.00",2.53,"1,000.00"
1532,HSBC Nifty Next 50 Index Fund-Reg(G), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI, 16.65,-6.75,-,-,"5,000.00",0.8,"1,000.00"
1533,Indiabulls Value Fund-Reg(G), Equity - Value Fund, Open ended, NIFTY500 Value 50 - TRI, 17.17,0.08,12.47,4.23,"1,000.00",2.3,"1,000.00"
1534,Indiabulls Value Fund-Reg(IDCW), Equity - Value Fund, Open ended, NIFTY500 Value 50 - TRI, 17.17,0.08,12.46,4.23,"1,000.00",2.3,"1,000.00"
1535,Tata Banking & Financial Services Fund-Reg(G), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI, 27.95,11.08,9.49,10.86,"5,000.00",1.75,"1,000.00"
1536,Tata Digital India Fund-Reg(G), Equity - Sectoral Fund - Technology, Open ended, NIFTY IT - TRI, 33.63,-9.40,27.63,22.39,"5,000.00",1.94,"1,000.00"
1537,Tata India Consumer Fund-Reg(G), Equity - Sectoral Fund - Consumption, Open ended, Nifty India Consumption - TRI, 26.75,4.93,12.78,8.98,"5,000.00",2.06,"1,000.00"
1538,Tata India Pharma & Healthcare Fund-Reg(G), Equity - Sectoral Fund - Pharma & Health Care, Open ended, NIFTY PHARMA - TRI, 16.33,-3.32,17.18,12.90,"5,000.00",2.3,"1,000.00"
1539,Tata Resources & Energy Fund-Reg(G), Equity - Sectoral Fund - Energy & Power, Open ended, NIFTY COMMODITIES - TRI, 27.95,-3.45,22.15,12.30,"5,000.00",2.72,"1,000.00"
1540,Baroda BNP Paribas Aggressive Hybrid Fund-Reg(G), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 19.00,3.78,12.00,11.61,"5,000.00",2.26,"1,000.00"
1541,SBI Equity Minimum Variance Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY 50 - TRI, 16.78,7.97,16.90,-,"5,000.00",0.73,"1,000.00"
1542,PGIM India ELSS Tax Saver Fund-Reg(IDCW), Equity - ELSS, Open ended, NIFTY 500 - TRI, 16.85,4.12,18.95,11.90,"1,000.00",2.52,"1,000.00"
1543,Navi Large & Midcap Fund-Reg(IDCW), Equity - Large & Mid Cap Fund, Open ended, S&P BSE 250 LargeMidCap Index - TRI, 24.38,0.35,14.19,10.46,"1,000.00",2.31,"1,000.00"
1544,Navi ELSS Tax Saver Fund-Reg(IDCW), Equity - ELSS, Open ended, S&P BSE 100 - TRI, 20.45,0.06,9.98,8.34,"1,000.00",Nil,N/A
1545,Axis Children's Gift Fund-Compulsory Lock in-Reg(G), Solution Oriented - Children's Fund, Open ended, NIFTY 50 Hybrid Composite Debt 65:35 Index, 19.40,-4.28,9.37,9.09,"5,000.00",2.37,"1,000.00"
1546,Axis Children's Gift Fund-Compulsory Lock in-Reg(IDCW), Solution Oriented - Children's Fund, Open ended, NIFTY 50 Hybrid Composite Debt 65:35 Index, 19.41,-4.28,9.37,9.09,"5,000.00",2.37,"1,000.00"
1547,IDFC Hybrid Equity Fund-Reg(G), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 17.25,2.01,12.79,8.36,"1,000.00",2.47,"1,000.00"
1548,Tata Banking & Financial Services Fund-Reg(IDCW), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI, 25.71,11.05,9.50,10.85,"5,000.00",1.75,"1,000.00"
1549,Tata Digital India Fund-Reg(IDCW), Equity - Sectoral Fund - Technology, Open ended, NIFTY IT - TRI, 33.63,-9.40,27.63,22.39,"5,000.00",1.94,"1,000.00"
1550,Tata India Consumer Fund-Reg(IDCW), Equity - Sectoral Fund - Consumption, Open ended, Nifty India Consumption - TRI, 24.67,4.93,12.87,9.03,"5,000.00",2.06,"1,000.00"
1551,Tata India Pharma & Healthcare Fund-Reg(IDCW), Equity - Sectoral Fund - Pharma & Health Care, Open ended, NIFTY PHARMA - TRI, 16.33,-3.32,17.18,12.90,"5,000.00",2.3,"1,000.00"
1552,Tata Resources & Energy Fund-Reg(IDCW), Equity - Sectoral Fund - Energy & Power, Open ended, NIFTY COMMODITIES - TRI, 25.57,-3.50,22.21,12.23,"5,000.00",2.72,"1,000.00"
1553,SBI Magnum Children's Benefit Fund-Investment Plan-Reg(G), Solution Oriented - Children's Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 24.22,5.15,-,-,"5,000.00",2.41,"1,000.00"
1554,LIC MF ST Debt Fund-Reg(G), Debt - Short Duration Fund, Open ended, N/A, 12.31,3.82,2.28,3.81,"5,000.00",1.44,"1,000.00"
1555,SBI LT Advantage Fund-III-Reg(IDCW), Equity - ELSS, Close ended, S&P BSE 500, 23.24,3.86,24.15,14.26,"1,000.00",,N/A
1556,PGIM India Money Market Fund-Reg(G), Debt - Money Market Fund, Open ended, CRISIL Money Market Index," 1,121.56",5.74,4.79,-,"5,000.00",0.51,"1,000.00"
1557,Sundaram Arbitrage Fund(M-IDCW), Hybrid - Arbitrage Fund, Open ended, Nifty 50 Arbitrage, 10.84,4.23,2.78,2.07,"5,000.00",0.55,"1,000.00"
1558,Tata Small Cap Fund-Reg(G), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI, 23.24,11.12,27.52,-,"5,000.00",2.15,"1,000.00"
1559,UTI Equity Savings Fund-Reg(G), Hybrid - Equity Savings, Open ended, Crisil Equity Savings Index, 14.01,6.04,10.35,-,"5,000.00",1.51,"1,000.00"
1560,Motilal Oswal Balance Advantage Fund-Reg(G), Hybrid - Dynamic Asset Allocation, Open ended, CRISIL Hybrid 50+50 - Moderate Index, 15.09,-1.40,3.87,4.59,"1,000.00",2.38,"1,000.00"
1561,Bank of India Mid & Small Cap Equity & Debt Fund-Reg(IDCW), Hybrid - Aggressive Hybrid Fund, Open ended, Nifty MidSmallcap 400 - TRI, 19.41,0.05,20.58,9.58,"5,000.00",2.55,"1,000.00"
1562,Mahindra Manulife Liquid Fund-Reg(G), Debt - Liquid Fund, Open ended, N/A," 1,440.58",5.25,4.20,5.30,"1,000.00",0.26,N/A
1563,Mahindra Manulife Liquid Fund-Reg(DD-IDCW), Debt - Liquid Fund, Open ended, N/A," 1,000.34",5.25,4.12,4.47,"1,000.00",0.26,N/A
1564,Mahindra Manulife Liquid Fund-Reg(W-IDCW), Debt - Liquid Fund, Open ended, N/A," 1,010.68",5.25,4.13,4.46,"1,000.00",0.26,N/A
1565,DSP Healthcare Fund-Reg(G), Equity - Sectoral Fund - Pharma & Health Care, Open ended, S&P BSE Health Care - TRI, 21.71,-0.24,20.42,-,"1,000.00",2.24,"1,000.00"
1566,Mahindra Manulife ELSS Kar Bachat Yojana-Reg(G), Equity - ELSS, Open ended, NIFTY 500 - TRI, 19.32,3.76,17.02,9.89,"1,000.00",2.49,"1,000.00"
1567,Mahindra Manulife ELSS Kar Bachat Yojana-Reg(IDCW), Equity - ELSS, Open ended, NIFTY 500 - TRI, 15.11,3.80,17.02,9.89,"1,000.00",2.49,"1,000.00"
1568,Motilal Oswal Balance Advantage Fund-Reg(Q-IDCW), Hybrid - Dynamic Asset Allocation, Open ended, CRISIL Hybrid 50+50 - Moderate Index, 10.81,-1.40,3.87,4.43,"1,000.00",2.38,"1,000.00"
1569,Motilal Oswal Balance Advantage Fund-Reg(A-IDCW), Hybrid - Dynamic Asset Allocation, Open ended, CRISIL Hybrid 50+50 - Moderate Index, 12.87,-1.40,3.87,4.53,"1,000.00",2.38,"1,000.00"
1570,IDBI Midcap Fund(G), Equity - Mid Cap Fund, Open ended, Nifty Midcap 150 - TRI, 16.42,-1.99,12.94,6.50,"5,000.00",2.53,"1,000.00"
1571,IDBI Hybrid Equity Fund(IDCW), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 14.50,-0.44,10.37,5.89,"5,000.00",2.53,"1,000.00"
1572,ICICI Pru Pharma Healthcare & Diagnostics (P.H.D) Fund-(G), Equity - Sectoral Fund - Pharma & Health Care, Open ended, S&P BSE Health Care - TRI, 18.90,-2.74,18.96,-,"5,000.00",2.11,"1,000.00"
1573,Mirae Asset Dynamic Bond Fund-Reg(G), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index, 13.75,3.85,1.40,4.00,"5,000.00",1.12,"1,000.00"
1574,IDFC Hybrid Equity Fund-Reg(IDCW), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 14.97,0.93,12.41,8.14,"1,000.00",2.47,"1,000.00"
1575,Mahindra Manulife Equity Savings Fund-Reg(G), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index - TRI, 15.85,1.64,9.74,7.45,"1,000.00",2.5,"1,000.00"
1576,Mahindra Manulife Equity Savings Fund-Reg(IDCW), Hybrid - Equity Savings, Open ended, NIFTY 50 Equity Savings Index - TRI, 13.19,1.66,9.75,7.43,"1,000.00",2.5,"1,000.00"
1577,Aditya Birla SL Active Debt Multi-Mgr FoF(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, N/A, 19.64,3.16,5.06,6.37,"1,000.00",0.62,"1,000.00"
1578,IDBI Midcap Fund(IDCW), Equity - Mid Cap Fund, Open ended, Nifty Midcap 150 - TRI, 15.41,-1.99,16.81,8.66,"5,000.00",2.53,"1,000.00"
1579,SBI LT Advantage Fund-IV-Reg(G), Equity - ELSS, Close ended, S&P BSE 500, 30.55,2.90,25.44,17.89,"1,000.00",,N/A
1580,SBI LT Advantage Fund-IV-Reg(IDCW), Equity - ELSS, Close ended, S&P BSE 500, 25.88,2.90,25.44,17.89,"1,000.00",,N/A
1581,Mahindra Manulife Low Duration Fund-Reg(G), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index," 1,387.48",5.18,4.05,4.29,"1,000.00",1.17,"1,000.00"
1582,Mahindra Manulife Low Duration Fund-Reg(DD-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index," 1,000.00",5.18,4.06,4.22,"1,000.00",1.17,"1,000.00"
1583,Mahindra Manulife Low Duration Fund-Reg(W-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index," 1,053.02",5.17,4.04,4.18,"1,000.00",1.17,"1,000.00"
1584,Mahindra Manulife Low Duration Fund-Reg(M-IDCW), Debt - Low Duration Fund, Open ended, CRISIL Low Duration Debt Index," 1,116.27",5.18,4.05,4.19,"1,000.00",1.17,"1,000.00"
1585,IDBI Small Cap Fund(G), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI, 17.90,4.15,23.00,10.47,"5,000.00",2.51,"1,000.00"
1586,Mirae Asset Dynamic Bond Fund-Reg(IDCW), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index, 13.75,3.85,1.40,4.00,"5,000.00",1.12,"1,000.00"
1587,Baroda BNP Paribas Aggressive Hybrid Fund-Reg(IDCW), Hybrid - Aggressive Hybrid Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index, 14.18,3.78,12.00,11.54,"5,000.00",2.26,"1,000.00"
1588,Quantum Dynamic Bond Fund-Reg(M-IDCW), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index, 10.28,6.36,4.53,4.80,"1,000.00",0.73,"1,000.00"
1589,Quantum Dynamic Bond Fund-Reg(G), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index, 17.65,6.36,4.53,4.97,"1,000.00",0.73,"1,000.00"
1590,Aditya Birla SL Pharma & Healthcare Fund-Reg(G), Equity - Sectoral Fund - Pharma & Health Care, Open ended, S&P BSE Health Care - TRI, 16.83,-6.39,12.91,-,"1,000.00",2.55,"1,000.00"
1591,DSP Corp Bond Fund-Reg(G), Debt - Corporate Bond Fund, Open ended, CRISIL Corporate Bond Index, 13.38,4.13,1.96,4.43,"1,000.00",0.5,"1,000.00"
1592,IDBI Small Cap Fund(IDCW), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI, 17.90,4.15,23.00,10.47,"5,000.00",2.51,"1,000.00"
1593,HDFC Banking & Financial Services Fund-Reg(G), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI, 11.23,8.80,-,-,"1,000.00",1.92,"1,000.00"
1594,Sundaram Services Fund-Reg(G), Equity - Sectoral Fund - Service Industry, Open ended, Nifty Services Sector - TRI, 21.28,4.61,16.14,-,"1,000.00",2.17,"1,000.00"
1595,Sundaram Debt Oriented Hybrid Fund(Q-IDCW), Hybrid - Conservative Hybrid Fund, Open ended, CRISIL Hybrid 85+15 - Conservative Index, 16.25,3.08,7.35,4.58,"5,000.00",2.16,"1,000.00"
1596,Axis Balanced Advantage Fund-Reg(G), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 14.41,1.77,7.21,6.78,"1,000.00",2.05,"1,000.00"
1597,Axis Balanced Advantage Fund-Reg(IDCW), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 11.65,1.78,7.21,6.70,"1,000.00",2.05,"1,000.00"
1598,Mahindra Manulife Small Cap Fund-Reg(G), Equity - Small cap Fund, Open ended, S&P BSE 250 Small Cap - TRI, 9.93,-,-,-,"1,000.00",2.37,"1,000.00"
1599,Mahindra Manulife Large Cap Pragati Yojana-Reg(G), Equity - Large Cap Fund, Open ended, NIFTY 100 - TRI, 15.72,0.77,13.47,-,"1,000.00",2.67,"1,000.00"
1600,Axis Growth Opp Fund-Reg(G), Equity - Large & Mid Cap Fund, Open ended, NIFTY LargeMidcap 250 - TRI, 19.60,-3.00,15.62,-,"1,000.00",1.87,"1,000.00"
1601,Kotak India Growth Fund-Sr 4(G), Equity - Multi Cap Fund, Close ended, NIFTY 200, 19.97,4.61,27.46,14.79,"5,000.00",,N/A
1602,Indiabulls Dynamic Bond Fund-Reg(G), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index," 1,267.44",5.49,3.24,4.30,"1,000.00",0.76,"1,000.00"
1603,Baroda BNP Paribas Focused Fund-Reg(IDCW), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 14.00,3.53,12.09,8.48,"5,000.00",2.44,"1,000.00"
1604,Sundaram Tax Savings Fund-Reg(H-IDCW), Equity - ELSS, Open ended, NIFTY 500 - TRI, 326.23,3.20,17.21,9.38,"1,000.00",2.37,"1,000.00"
1605,Indiabulls Tax Savings Fund-Reg(G), Equity - ELSS, Open ended, S&P BSE 500 - TRI, 13.45,1.43,9.93,5.96,"1,000.00",2.25,"1,000.00"
1606,Indiabulls Tax Savings Fund-Reg(IDCW), Equity - ELSS, Open ended, S&P BSE 500 - TRI, 13.45,1.43,9.93,5.96,"1,000.00",2.25,"1,000.00"
1607,DSP Nifty 50 Equal Weight Index Fund-Reg(G), Index Funds - Nifty, Open ended, NIFTY50 Equal Weight - TRI, 16.24,4.46,18.21,10.08,"1,000.00",0.88,"1,000.00"
1608,DSP Nifty 50 Equal Weight Index Fund-Reg(IDCW), Index Funds - Nifty, Open ended, NIFTY50 Equal Weight - TRI, 16.24,4.46,18.21,10.08,"1,000.00",0.88,"1,000.00"
1609,IDBI Focused 30 Equity Fund-Reg(IDCW), Equity - Focused Fund, Open ended, NIFTY 500 - TRI, 15.72,3.56,14.63,9.27,"5,000.00",2.53,"1,000.00"
1610,HDFC Housing Opp Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, Nifty Housing - TRI, 13.41,5.94,13.00,5.88,"1,000.00",2.28,"1,000.00"
1611,Baroda BNP Paribas Balanced Advantage Fund-Reg(G), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index, 17.05,5.87,14.02,-,"5,000.00",1.92,"1,000.00"
